0/20000, episode_reward : 1, episode_length : 10, CTR : 0.1, a_loss : 0, q_loss : 0
12571/20000, episode_reward : 28, episode_length : 7, CTR : 0.7142857142857143, a_loss : -24.22720718383789, q_loss : 0.07332272827625275
12572/20000, episode_reward : 4, episode_length : 1, CTR : 1.0, a_loss : -22.824329376220703, q_loss : 0.12739305198192596
12573/20000, episode_reward : 2, episode_length : 1, CTR : 1.0, a_loss : -24.70656967163086, q_loss : 0.08087371289730072
12574/20000, episode_reward : 11, episode_length : 3, CTR : 1.0, a_loss : -24.564456939697266, q_loss : 0.162637859582901
12575/20000, episode_reward : 47, episode_length : 12, CTR : 0.8333333333333334, a_loss : -23.10150718688965, q_loss : 0.14588278532028198
12576/20000, episode_reward : 8, episode_length : 1, CTR : 1.0, a_loss : -21.893823623657227, q_loss : 0.14628547430038452
12577/20000, episode_reward : 60, episode_length : 21, CTR : 0.8095238095238095, a_loss : -23.721778869628906, q_loss : 0.0759095847606659
12578/20000, episode_reward : 5, episode_length : 1, CTR : 1.0, a_loss : -25.174095153808594, q_loss : 0.1590164601802826
12579/20000, episode_reward : 19, episode_length : 6, CTR : 1.0, a_loss : -21.675186157226562, q_loss : 0.08303551375865936
12580/20000, episode_reward : 36, episode_length : 9, CTR : 0.8888888888888888, a_loss : -25.63987159729004, q_loss : 0.11796071380376816
12581/20000, episode_reward : 22, episode_length : 8, CTR : 0.75, a_loss : -21.78667640686035, q_loss : 0.07046681642532349
12582/20000, episode_reward : 17, episode_length : 4, CTR : 1.0, a_loss : -19.25283432006836, q_loss : 0.08570224046707153
12583/20000, episode_reward : 0, episode_length : 1, CTR : 0.0, a_loss : -22.21444320678711, q_loss : 0.10608036071062088
12584/20000, episode_reward : 15, episode_length : 3, CTR : 1.0, a_loss : -23.6177978515625, q_loss : 0.07681821286678314
12585/20000, episode_reward : 16, episode_length : 4, CTR : 0.5, a_loss : -26.78347396850586, q_loss : 0.11751361191272736
12586/20000, episode_reward : 16, episode_length : 2, CTR : 1.0, a_loss : -24.753952026367188, q_loss : 0.11816874146461487
12587/20000, episode_reward : 18, episode_length : 4, CTR : 1.0, a_loss : -22.139041900634766, q_loss : 0.10873380303382874
12588/20000, episode_reward : 4, episode_length : 1, CTR : 1.0, a_loss : -21.926523208618164, q_loss : 0.11481120437383652
12589/20000, episode_reward : 15, episode_length : 5, CTR : 0.6, a_loss : -23.65343475341797, q_loss : 0.14566689729690552
12590/20000, episode_reward : 2, episode_length : 3, CTR : 0.3333333333333333, a_loss : -23.693864822387695, q_loss : 0.0770697221159935
12591/20000, episode_reward : 48, episode_length : 15, CTR : 0.9333333333333333, a_loss : -21.55012321472168, q_loss : 0.10698630660772324
12592/20000, episode_reward : 77, episode_length : 18, CTR : 0.8888888888888888, a_loss : -22.39406967163086, q_loss : 0.1079445630311966
12593/20000, episode_reward : 20, episode_length : 7, CTR : 0.5714285714285714, a_loss : -25.414134979248047, q_loss : 0.13001225888729095
12594/20000, episode_reward : 8, episode_length : 1, CTR : 1.0, a_loss : -22.387174606323242, q_loss : 0.09811359643936157
12595/20000, episode_reward : 22, episode_length : 4, CTR : 1.0, a_loss : -22.49330711364746, q_loss : 0.11277742683887482
12596/20000, episode_reward : 15, episode_length : 3, CTR : 1.0, a_loss : -22.51167869567871, q_loss : 0.11588716506958008
12597/20000, episode_reward : 10, episode_length : 3, CTR : 0.6666666666666666, a_loss : -23.394683837890625, q_loss : 0.09819935262203217
12598/20000, episode_reward : 6, episode_length : 3, CTR : 1.0, a_loss : -21.093582153320312, q_loss : 0.0809558629989624
12599/20000, episode_reward : 35, episode_length : 28, CTR : 0.35714285714285715, a_loss : -23.031078338623047, q_loss : 0.10119341313838959
12600/20000, episode_reward : 14, episode_length : 3, CTR : 1.0, a_loss : -22.394851684570312, q_loss : 0.0472538024187088
12601/20000, episode_reward : 26, episode_length : 6, CTR : 1.0, a_loss : -22.15147590637207, q_loss : 0.11646193265914917
12602/20000, episode_reward : 12, episode_length : 5, CTR : 0.4, a_loss : -24.267650604248047, q_loss : 0.12688453495502472
12603/20000, episode_reward : 18, episode_length : 6, CTR : 0.6666666666666666, a_loss : -24.800731658935547, q_loss : 0.10441089421510696
12604/20000, episode_reward : 5, episode_length : 1, CTR : 1.0, a_loss : -21.55799102783203, q_loss : 0.17131462693214417
12605/20000, episode_reward : 46, episode_length : 9, CTR : 0.8888888888888888, a_loss : -25.3520450592041, q_loss : 0.07825779914855957
12606/20000, episode_reward : 63, episode_length : 27, CTR : 0.7407407407407407, a_loss : -22.51681137084961, q_loss : 0.07905726134777069
12607/20000, episode_reward : 21, episode_length : 8, CTR : 0.75, a_loss : -19.413841247558594, q_loss : 0.08015313744544983
12608/20000, episode_reward : 84, episode_length : 22, CTR : 0.9090909090909091, a_loss : -23.332345962524414, q_loss : 0.09562788903713226
12609/20000, episode_reward : 8, episode_length : 2, CTR : 1.0, a_loss : -25.275487899780273, q_loss : 0.08607131242752075
12610/20000, episode_reward : 13, episode_length : 6, CTR : 1.0, a_loss : -25.313213348388672, q_loss : 0.08030232787132263
12611/20000, episode_reward : 170, episode_length : 39, CTR : 0.9230769230769231, a_loss : -20.440031051635742, q_loss : 0.12390954792499542
12612/20000, episode_reward : 7, episode_length : 2, CTR : 1.0, a_loss : -22.089874267578125, q_loss : 0.10343533009290695
12613/20000, episode_reward : 0, episode_length : 2, CTR : 0.0, a_loss : -27.042739868164062, q_loss : 0.1626293957233429
12614/20000, episode_reward : 18, episode_length : 11, CTR : 1.0, a_loss : -24.63340187072754, q_loss : 0.06831329315900803
12615/20000, episode_reward : 8, episode_length : 2, CTR : 1.0, a_loss : -19.78567123413086, q_loss : 0.08577516674995422
12616/20000, episode_reward : 5, episode_length : 1, CTR : 1.0, a_loss : -21.685710906982422, q_loss : 0.10379770398139954
12617/20000, episode_reward : 8, episode_length : 3, CTR : 1.0, a_loss : -26.62789535522461, q_loss : 0.0833698958158493
12618/20000, episode_reward : 5, episode_length : 2, CTR : 0.5, a_loss : -22.386428833007812, q_loss : 0.12386200577020645
12619/20000, episode_reward : 32, episode_length : 5, CTR : 0.8, a_loss : -24.07050895690918, q_loss : 0.11102963238954544
12620/20000, episode_reward : 18, episode_length : 9, CTR : 1.0, a_loss : -26.132823944091797, q_loss : 0.11089217662811279
12621/20000, episode_reward : 6, episode_length : 3, CTR : 0.6666666666666666, a_loss : -25.355506896972656, q_loss : 0.11668616533279419
12622/20000, episode_reward : 10, episode_length : 2, CTR : 1.0, a_loss : -26.93656349182129, q_loss : 0.09659640491008759
12623/20000, episode_reward : 6, episode_length : 3, CTR : 0.6666666666666666, a_loss : -24.870901107788086, q_loss : 0.08522571623325348
12624/20000, episode_reward : 19, episode_length : 6, CTR : 0.6666666666666666, a_loss : -27.296680450439453, q_loss : 0.08889737725257874
12625/20000, episode_reward : 12, episode_length : 3, CTR : 1.0, a_loss : -24.74956512451172, q_loss : 0.10450468957424164
12626/20000, episode_reward : 33, episode_length : 16, CTR : 0.875, a_loss : -24.464488983154297, q_loss : 0.08132043480873108
12627/20000, episode_reward : 4, episode_length : 4, CTR : 0.25, a_loss : -22.480159759521484, q_loss : 0.13746410608291626
12628/20000, episode_reward : 2, episode_length : 1, CTR : 1.0, a_loss : -20.43020248413086, q_loss : 0.10496370494365692
12629/20000, episode_reward : 46, episode_length : 10, CTR : 1.0, a_loss : -27.943660736083984, q_loss : 0.1830415427684784
12630/20000, episode_reward : 10, episode_length : 2, CTR : 1.0, a_loss : -25.75439453125, q_loss : 0.14081186056137085
12631/20000, episode_reward : 30, episode_length : 7, CTR : 1.0, a_loss : -24.22882080078125, q_loss : 0.10139910876750946
12632/20000, episode_reward : 11, episode_length : 5, CTR : 0.8, a_loss : -23.378501892089844, q_loss : 0.1470283567905426
12633/20000, episode_reward : 5, episode_length : 1, CTR : 1.0, a_loss : -21.317895889282227, q_loss : 0.12110191583633423
12634/20000, episode_reward : 5, episode_length : 1, CTR : 1.0, a_loss : -19.153121948242188, q_loss : 0.10926550626754761
12635/20000, episode_reward : 4, episode_length : 3, CTR : 0.6666666666666666, a_loss : -22.231523513793945, q_loss : 0.06869159638881683
12636/20000, episode_reward : 24, episode_length : 3, CTR : 1.0, a_loss : -24.767484664916992, q_loss : 0.108149453997612
12637/20000, episode_reward : 124, episode_length : 27, CTR : 1.0, a_loss : -21.662443161010742, q_loss : 0.08456017822027206
12638/20000, episode_reward : 9, episode_length : 2, CTR : 1.0, a_loss : -22.674022674560547, q_loss : 0.08893607556819916
12639/20000, episode_reward : 0, episode_length : 4, CTR : 0.0, a_loss : -25.29450225830078, q_loss : 0.11247073113918304
12640/20000, episode_reward : 21, episode_length : 5, CTR : 1.0, a_loss : -25.921903610229492, q_loss : 0.10740020871162415
12641/20000, episode_reward : 0, episode_length : 2, CTR : 0.0, a_loss : -24.77102279663086, q_loss : 0.10315334051847458
12642/20000, episode_reward : 0, episode_length : 2, CTR : 0.0, a_loss : -23.054153442382812, q_loss : 0.0979195311665535
12643/20000, episode_reward : 6, episode_length : 2, CTR : 1.0, a_loss : -23.25798225402832, q_loss : 0.3751884400844574
12644/20000, episode_reward : 37, episode_length : 27, CTR : 0.3333333333333333, a_loss : -24.076595306396484, q_loss : 0.10607223212718964
12645/20000, episode_reward : 49, episode_length : 12, CTR : 0.8333333333333334, a_loss : -25.04441261291504, q_loss : 0.05496053770184517
12646/20000, episode_reward : 80, episode_length : 11, CTR : 1.0, a_loss : -24.116302490234375, q_loss : 0.11483962833881378
12647/20000, episode_reward : 0, episode_length : 2, CTR : 0.0, a_loss : -22.463659286499023, q_loss : 0.09525550901889801
12648/20000, episode_reward : 22, episode_length : 7, CTR : 1.0, a_loss : -29.21060562133789, q_loss : 0.07362741231918335
12649/20000, episode_reward : 20, episode_length : 4, CTR : 1.0, a_loss : -27.714035034179688, q_loss : 0.10961369425058365
12650/20000, episode_reward : 31, episode_length : 6, CTR : 1.0, a_loss : -24.442241668701172, q_loss : 0.16932912170886993
12651/20000, episode_reward : 5, episode_length : 1, CTR : 1.0, a_loss : -22.77290153503418, q_loss : 0.06456205993890762
12652/20000, episode_reward : 23, episode_length : 8, CTR : 0.75, a_loss : -21.584308624267578, q_loss : 0.10720156133174896
12653/20000, episode_reward : 67, episode_length : 16, CTR : 0.9375, a_loss : -22.78194236755371, q_loss : 0.11470504105091095
12654/20000, episode_reward : 8, episode_length : 3, CTR : 1.0, a_loss : -28.077831268310547, q_loss : 0.08202353119850159
12655/20000, episode_reward : 48, episode_length : 11, CTR : 1.0, a_loss : -23.791593551635742, q_loss : 0.10882078111171722
12656/20000, episode_reward : 39, episode_length : 14, CTR : 0.5714285714285714, a_loss : -25.65941619873047, q_loss : 0.13804787397384644
12657/20000, episode_reward : 12, episode_length : 4, CTR : 0.75, a_loss : -23.041393280029297, q_loss : 0.20001617074012756
12658/20000, episode_reward : 29, episode_length : 10, CTR : 0.8, a_loss : -22.10695457458496, q_loss : 0.090791255235672
12659/20000, episode_reward : 45, episode_length : 10, CTR : 0.9, a_loss : -25.739294052124023, q_loss : 0.12117437273263931
12660/20000, episode_reward : 6, episode_length : 5, CTR : 0.4, a_loss : -25.244739532470703, q_loss : 0.11017521470785141
12661/20000, episode_reward : 7, episode_length : 4, CTR : 0.5, a_loss : -23.861406326293945, q_loss : 0.18222057819366455
12662/20000, episode_reward : 10, episode_length : 2, CTR : 1.0, a_loss : -26.203100204467773, q_loss : 0.11709898710250854
12663/20000, episode_reward : 17, episode_length : 6, CTR : 0.6666666666666666, a_loss : -29.168981552124023, q_loss : 0.1327914297580719
12664/20000, episode_reward : 32, episode_length : 9, CTR : 0.8888888888888888, a_loss : -24.055965423583984, q_loss : 0.0824328064918518
12665/20000, episode_reward : 15, episode_length : 3, CTR : 1.0, a_loss : -26.508193969726562, q_loss : 0.1161123588681221
12666/20000, episode_reward : 7, episode_length : 2, CTR : 1.0, a_loss : -25.194595336914062, q_loss : 0.07160777598619461
12667/20000, episode_reward : 15, episode_length : 3, CTR : 1.0, a_loss : -22.934803009033203, q_loss : 0.14102399349212646
12668/20000, episode_reward : 98, episode_length : 22, CTR : 0.9545454545454546, a_loss : -24.560562133789062, q_loss : 0.11054188758134842
12669/20000, episode_reward : 2, episode_length : 2, CTR : 0.5, a_loss : -22.424467086791992, q_loss : 0.1303602159023285
12670/20000, episode_reward : 10, episode_length : 2, CTR : 1.0, a_loss : -24.767152786254883, q_loss : 0.0829889178276062
12671/20000, episode_reward : 8, episode_length : 2, CTR : 1.0, a_loss : -25.440828323364258, q_loss : 0.13809360563755035
12672/20000, episode_reward : 39, episode_length : 10, CTR : 0.9, a_loss : -24.780921936035156, q_loss : 0.08767107129096985
12673/20000, episode_reward : 0, episode_length : 1, CTR : 0.0, a_loss : -22.080427169799805, q_loss : 0.10365316271781921
12674/20000, episode_reward : 2, episode_length : 2, CTR : 0.5, a_loss : -22.114219665527344, q_loss : 0.09823159873485565
12675/20000, episode_reward : 6, episode_length : 2, CTR : 1.0, a_loss : -20.293607711791992, q_loss : 0.06760179996490479
12676/20000, episode_reward : 54, episode_length : 14, CTR : 0.8571428571428571, a_loss : -21.555435180664062, q_loss : 0.10058654844760895
12677/20000, episode_reward : 8, episode_length : 8, CTR : 0.5, a_loss : -22.047420501708984, q_loss : 0.09724867343902588
12678/20000, episode_reward : 15, episode_length : 3, CTR : 1.0, a_loss : -24.373409271240234, q_loss : 0.13477471470832825
12679/20000, episode_reward : 1, episode_length : 1, CTR : 1.0, a_loss : -24.225929260253906, q_loss : 0.08331882208585739
12680/20000, episode_reward : 20, episode_length : 4, CTR : 1.0, a_loss : -22.103233337402344, q_loss : 0.09909352660179138
12681/20000, episode_reward : 8, episode_length : 5, CTR : 0.8, a_loss : -21.546497344970703, q_loss : 0.12267889082431793
12682/20000, episode_reward : 2, episode_length : 9, CTR : 0.1111111111111111, a_loss : -26.155851364135742, q_loss : 0.1318448930978775
12683/20000, episode_reward : 112, episode_length : 28, CTR : 0.9285714285714286, a_loss : -21.518596649169922, q_loss : 0.1098717600107193
12684/20000, episode_reward : 2, episode_length : 1, CTR : 1.0, a_loss : -22.798242568969727, q_loss : 0.09245157241821289
12685/20000, episode_reward : 0, episode_length : 3, CTR : 0.0, a_loss : -22.34930419921875, q_loss : 0.10139365494251251
12686/20000, episode_reward : 104, episode_length : 36, CTR : 0.8611111111111112, a_loss : -23.161746978759766, q_loss : 0.10125212371349335
12687/20000, episode_reward : 17, episode_length : 5, CTR : 1.0, a_loss : -28.25745391845703, q_loss : 0.1686001420021057
12688/20000, episode_reward : 63, episode_length : 29, CTR : 0.7586206896551724, a_loss : -22.771488189697266, q_loss : 0.10465123504400253
12689/20000, episode_reward : 42, episode_length : 11, CTR : 0.8181818181818182, a_loss : -20.870058059692383, q_loss : 0.10355997085571289
12690/20000, episode_reward : 70, episode_length : 16, CTR : 0.75, a_loss : -24.29242706298828, q_loss : 0.16279810667037964
12691/20000, episode_reward : 10, episode_length : 3, CTR : 1.0, a_loss : -23.548019409179688, q_loss : 0.07692556083202362
12692/20000, episode_reward : 52, episode_length : 21, CTR : 0.7142857142857143, a_loss : -20.76901626586914, q_loss : 0.09006653726100922
12693/20000, episode_reward : 14, episode_length : 3, CTR : 1.0, a_loss : -22.206844329833984, q_loss : 0.10193485021591187
12694/20000, episode_reward : 46, episode_length : 32, CTR : 0.4375, a_loss : -23.73614501953125, q_loss : 0.07960774749517441
12695/20000, episode_reward : 8, episode_length : 1, CTR : 1.0, a_loss : -22.778162002563477, q_loss : 0.10104501247406006
12696/20000, episode_reward : 18, episode_length : 4, CTR : 1.0, a_loss : -21.111400604248047, q_loss : 0.09912225604057312
12697/20000, episode_reward : 40, episode_length : 10, CTR : 0.8, a_loss : -24.233121871948242, q_loss : 0.10254919528961182
12698/20000, episode_reward : 18, episode_length : 8, CTR : 0.625, a_loss : -25.985774993896484, q_loss : 0.20911905169487
12699/20000, episode_reward : 0, episode_length : 2, CTR : 0.0, a_loss : -26.987546920776367, q_loss : 0.10091748833656311
12700/20000, episode_reward : 2, episode_length : 1, CTR : 1.0, a_loss : -23.599441528320312, q_loss : 0.10492853820323944
